text	category
Mathew Thiruvankaulam...chekkan pwoli.anu....nlnammade veedinte.aduthamu  Imi.poi oru photo edukkanam	Positive
ലേഡീസ് ആൻഡ് ജെന്റിൽമാൻ പോലെയാകുമോ ട്രൈലെർ അത്ര പോരാ	Negative
പക്ഷെ ഞാൻ എല്ലാം കണ്ടു ബോധിച്ചു	unknown_state
Achayante katta fans ndoo aarenkilum,ennepoole,undenki like adikkooo ACHAAYAN’s BROTHERS‼	unknown_state
ഒറ്റ ഡയലോഗ്  ചാവാതെ നോക്കണം കൂടെ ബിജിഎം എന്റമ്മോ ഇജ്ജാതി ഫീൽ	Positive
All the best from prithviraj fans🤩. Next prithviraj mammukka vech padam varatte....katta waiting	not-malayalam
ആകെ  മൊത്തം ഒരു രസം ഉണ്ട്   സുഗീതിന്റെ  പടങ്ങൾ   ഒരു നനഞ്ഞ  ടൈപ്പ്  ആണ്  അതിൽ  നിന്നും ഒരു ചേഞ്ച്  ഇതിൽ  വന്നാൽ  കൊള്ളാം  ഫാൻറ്റസി   മൂവിക്ക്  ഒള്ള ചേരുവകൾ  ഒണ്ടു.....  vfx  കൊറേ കൂടി ഉപയോഗപ്പെടുത്താമായിരുന്നു  ക്രൈൻ കെട്ടി ചാടുന്ന പരിപാടി നിർത്തി അതെക്കെ  vfx  വഴി  കാണിക്കണ്ട  സമയം  ആയി  എല്ലാ വിധ  ആശംസകളും നല്ല പാട്ടുകൾ  പ്രതീഷിക്കുന്നു   ദിലീപേട്ടന്  സാൻറ്റ  വേഷം നന്നായി ഇണങ്ങുന്നു	Mixed_feelings
Assassins creed game um undo cinema ill	unknown_state
*ഇല്ല,ഞാൻ കണ്ടു ഞാനെ കണ്ടുള്ളൂ ഞാൻ മാത്രമേ കണ്ടുള്ളൂ* Unni vishamikkenda	unknown_state
paandi raaja .Annan thanbi.pandi padam nirthi Lucifer movie  pole maaran sramik	Negative
Hambo ..Vere level ..Oru rakshayum illa	Positive
Lucifer um madhura rajayum  block buster film avatte........	Positive
മോന്തയ്ക്ക് ഇട്ട് ഒന്ന് കൊടുത്തിട്ട് കണ്ണാടിയെടുത്ത് കാണിക്ക്‌ അപ്പൊ കാണും മൂക്കുത്തി.	unknown_state
2:10 joju chettante irutham look like lalettan in Kireedam	unknown_state
Poliche...ithoru poli polikkum ...laletta ingalu muthaanu...	Positive
Otta vakkil paranjal vismayam mammookka ningal oru idhihasa taram tanne ennu veendum teliyikkunnu	Positive
Madhuraraja and abrahaminte santhathikal .........vere level	Positive
Puraanam aayaalum ithihaasam aayaalum charithram aayaalum item song nirbhandhamaayi varuvaanallo , ellaa aanungalum oolakal alla	Negative
Mamagam trailer tomorrow kaathirikkunna var undakil like here	Positive
Before 24hrs itz went to 3.1M	not-malayalam
Ore daivam... pakshe marannamila.....lalettan... Eshtam...... Stephen	Positive
ഞാൻ wedding വീഡിയോ എഡിറ്റർ ആണ്, ഇത് കല്യാണവീഡിയോ പോലെ ആയല്ലോ, മമ്മൂക്ക ലുക്ക് സൂപ്പർ	Mixed_feelings
Loosifarinekal. Viewsum likum  ee trailerinu kittan aagrahikkunnavar adicho likee	unknown_state
gopi anna polichu bgm BIG B ku shesham  veendum kidu	Positive
മലയാളം ഇൻഡസ്ട്രിയൽ അന്നും ഇന്നും എന്നും കിടന്നു പോളക്കുന്ന ഒരു മൊതലാണ് ഈ മാസിന്റെ ഇമോഷന്റെ ചരിത്രത്തിന്റെ വല്യേട്ടൻ .... .	Positive
Views nokkan Vanna ikka fans like	unknown_state
വാ കാണിച്ചു തരാം..... അതിനു വല്ല്യ ഭാരമൊന്നുമില്ലല്ലോ....	unknown_state
പടം തിയേറ്ററിൽ പോയി തന്നെ കാണുമെന്ന് ഉറപ്പുള്ളവർ കൈയിൽ ഉജാല മുക്കിയിട്ട് പോയാ മതി...	unknown_state
It’s amazing vere onnum parayan illa	Positive
Mammooka here in Abudhabi trailer madura raja	not-malayalam
നിവിൻ bro ഒരു കിടിലം തിരിച്ചു വരവാകും	Positive
Madhuraraja pottum ennu orappula ettan fans ivide like adikee	unknown_state
Mammokka superb... glamour... but trailor nirashapeduthi...	Mixed_feelings
ബോബിയെയും ബേബിയേയും ഇഷ്ടമുള്ളവർ ലൈക്‌ അടിക്കാമോ	unknown_state
Odiyanum   ലൂസിഫർ   ഒന്നും അല്ല പടം  ഇതാ ഇത് പോലത്തെ സിനിമാ യാണ് സിനിമ	Positive
ചെമ്പൻ വിനോദ് ഒരു പക്ഷെ മിന്നിക്കും ജിജോ യും നൈലയും ഓവർ ആക്ടിങ് ആണ് ബോൾഡായ charectoril നിന്നുള്ള നൈലയുടെ മാറ്റം പ്രേക്ഷകർ സ്വീകരിക്കൂമോയെന്ന് കണ്ടറിയണം	Mixed_feelings
Ente prithvi anaa engalee polikumm ...romanjamm	Positive
makkale  ith hipp koodikkoootte  oru 200cr  pidikkanam	Positive
ഒറ്റവാക്കിൽ പറഞ്ഞാൽ ഗംഭീരം  പക്ഷെ ഒറ്റവാക്കിൽ പറഞ്ഞാൽ തീരില്ലല്ലോ...	Positive
హక్కుల పోరాట సమితి ఆధ్వర్యంలో చేపట్టిన దీక్షలు చేపట్టారు. ఈ సందర్భంగా ఆమె మాట్లాడుతూ ఈ నెల చివరి వారంలో విడుదల చేయడానికి ప్లాన్ చేసారు. ఈ సందర్భంగా వారు మాట్లాడారు, , . దీంతో ఆ ప్రాంతంలో ఉన్న ఈ ప్రాంతంలో సుమారు రెండు వేల మంది ఉన్నారు ఈ సందర్భంగా ఆమె మాట్లాడుతూ, రాష్ట్రంలో తమ వద్ద	not-malayalam
മൂക്കുത്തി മൂക്കിൽ തന്നെ ഇല്ലേ... ഇനി ഇപ്പൊ പുട്ടുകുറ്റി ആണോ എന്തോ???  പാവം കൊച്ച്	unknown_state
ഈ ഓണം ഏട്ടൻ അങ്ങ് കൊണ്ടോയിന് പറഞ്ഞേരെ	Positive
എനിക്കൊരു 500 ലൈക് തരുമോ പ്ലീസ്‌..വെറുതെ അല്ലാലോ നല്ല അന്തസ്സായി ഇരന്നിട്ടല്ലേ	unknown_state
Odiyan trailer kidukki Laletta nigal vere levela	Positive
YouTube haag aayi makkala all the best mommookka from rajuaattan  (suryaya) fans.	Positive
Tovino machante katta fans adikk like	unknown_state
trailer powli aayi.cinemayum angane thanne aavum enn pratheekshikkunnu	Positive
Saiju kurupp fans adi makkale like	unknown_state
Ожидается большая надежда. Все наилучшие пожелания	not-malayalam
Ithu 100 core klubil kerumennu urappullavar like adilk	Positive
ഒരു പ്രധാന അറിയിപ്പ്  : താഴെ ലാലേട്ടൻ fans ന് like അടിക്കാൻ ഒരു  50 ഏക്കർ ഒഴിച്ചിട്ടുണ്ട്	unknown_state
teaser kandit oru  moodum varathathu enikk mathram ano. entho oru lag	Negative
17K Views 112K Likes ‍ Youtube Are U Drunk🤣🤣	not-malayalam
Vere level ikka polikum. RAJA vere level aakum. Ikkaaaa	Positive
മാസ്സ് ക  ബപ്പ് തിരിച്ചു വന്നു മക്കളെ	Positive
Perunnalinu biriyaniyum selfiyu palliyil pokkum unda trailarum aaha andhass	Positive
Saleem Kumarinu old look (Pokkiri Rajayile look) aayirunnu kooduthal chercha	Mixed_feelings
teaser kandaalariyaam bhoodham polathe oombiya padamaanenn...	Negative
ഇപ്പോഴും ഒള്ള ആ എനർജി 🤗🤗 അതാണ് ഞങ്ങടെ ആവേശം.. ഇജ്ജാതി മുതൽ  മമ്മൂക്ക 🤗🤗🤗🤗	Positive
Waiting  cr film from mammukka	not-malayalam
Adhyam pullaru paranja dialogue enthuva padakalea onnum thirinjilla	unknown_state
Diriection mosamanu ennoru thonnal.. oru feel varunnilla	Negative
Muruka nee theernada'  ini odiyan jaalam	Positive
6k likes kudi kittyal jimikki kammal song 100m aakan pattum.. Laletan fans vijaricha ethan pattana onnanu...	unknown_state
ഇൗ പടം പൊളിയും എന്നത് ഉറപ്പ് ആയി	Negative
Releasinte aan thanne pokum ennu   Urappullavar adi like	unknown_state
അവാർഡ് പടത്തിന്റെ ട്രയ്ലർ  പോലെ തുടങ്ങി...   അവസാന 30 സെക്കന്റ് ഉഫ്‌.. 🤩 എന്താണെന്ന് ഒരു പിടിയും ഇല്ല..	Positive
Mammukka fans Like adikan Ulla comment	unknown_state
ആദ്യം കേട്ടു ഇഷ്ടപ്പെട്ടു പിന്നെ കേട്ടു അർത്ഥങ്ങൾ മനസിലാക്കി കേട്ടു. Like...	Positive
ഈ പാട്ടിന്റെ രംഗം വെച്ച് പടത്തെ ഡീഗ്രേഡ് ചെയ്തിരുന്നവർക്ക് എല്ലാം അറിയാം അവരുടെ ഇഷ്ട താരത്തിന്ന് ഒരിക്കലും ഈ റോൾ ചെയ്യാൻ സാധിക്കില്ലെന്ന് ഇക്ക	Positive
Film kaanan trill adichu nilkkunnavar like	unknown_state
Sacred games web seriesumayi എവിടെയൊക്കെയോ ഒരു ചായ കാച്ചൽ.... എന്തായാലും ബാക്കി കണ്ടിട്ട് പറയാം.	Mixed_feelings
ലാലേട്ടനെ ജീവന് തുല്യം സ്നേഹിക്കുന്ന അനിയത്തിമാർ ഉണ്ടോ	unknown_state
ആരോ ഒരാൾ അല്ല  എന്റെ ഏട്ടൻ  My BIG BROTHER	unknown_state
Nte ponno ijjadhi coments njan nte jeevidhathil vayichittilla	unknown_state
അടിപൊളി പാട്ട് . കെ ജെ യേശുദാസ് voice .	Positive
face Of Indian cinema Mega  Mammokka	not-malayalam
Best of luck from ikka fan	not-malayalam
മലയാളിയായി ജനിച്ചതിൽ അഭിമാനം തോന്നുന്ന നിമിഷങ്ങൾ. എന്താ reality	Positive
Kolakolli Item Ikka war mode on	Positive
Kallay thuramukathey ghureshimarod chodichariyanamyrunu chadrothey churika chooru mammmoooka ningal mwuthaan	unknown_state
Hindukalk Ivan mahiravanan Islaminu Ivan ibilis ennu parayum Christianikalkidayil ivanu oru pere ullu LUCIFER... Goosebumps....	unknown_state
Poli......poli....super ikka poli super double super	Positive
Dubaium pothan vavayum prajayum laila o lailayum okke eduthathu e joshiy thanne alle...varatte kandittu parayam...	Mixed_feelings
Ith ini Telugu padathinte dubbing anoyennu thonniyath enik mathramano?	unknown_state
I’m from Indonesia. I like Malayalam movies. I like Kumbanangi nights very much. Soubin pwoli alle	not-malayalam
Visit nature foods travel for variety videos	not-malayalam
ippo mansilai e padam 8 nilayil pottum	Negative
Onnum parayanilla pratheshakalkkapuram nammakku asvathikkan pattiya trailer  ethra pravisham kandittum mathiyaunnilla	Positive
Pokkiriraja kazhinjit madhuarajak wait cheyunnavar like adi makkale	unknown_state
Who did better enu manaslavnilaaa...elarum polichhh film kandu vanitm hangover marunilaalo ...shoo	Positive
Dislike adichavarokke  ith okke kanditt engane dislike adikkaan saadhikunnu uvve	unknown_state
തണ്ണീർ മത്തൻ ദിനങ്ങൾ പാർട് 2 eragunathine കുറിച്ചു എല്ലാവർക്കും എന്താ അഭിപ്രായം?????	unknown_state
ഇത് നശിപ്പിക്കും.. എന്ത് ഡയലോഗ്‌ ഇത് ഇങ്ങനെ പറയണോ മരക്കാര്..... വീണ്ടും tholviyakumallo.. പ്രിയേട്ടാ ഇങ്ങള്	Negative
Madhura raja wait cheyth irikunavr adi like  Ippo thanne oru 5 pravishym engilum ivide vannu nokiyavr aarokke und	Positive
Odiyan release datinte annu oru leave kodukkam working day ayity karyamilla	Negative
എന്ത് മൈര് ആണെങ്കിലും ഞാനും എന്റെയും ഭാര്യയുടെയും കുടുംബത്തിലുള്ളവരും എന്റെ 27 ഇൽ പരം ഫ്രണ്ട്സും അവരുടെ കുടുംബങ്ങളും ഈ സിനിമ കാണുന്നില്ല എന്ന് തീരുമാനിച്ച വിവരം വിനയപൂർവം അറിയിക്കുന്നു... കാരണം ബ്ലോജോബി ജോർജ് എന്ന ആ തരം താണ  വ്യക്തി ആണ് ഈ സിനിമ നിർമിച്ചിരിക്കുന്നത് എന്നത് കൊണ്ട് മാത്രം... ഈ കമെന്റ് delete ചെയ്താൽ എനിക്ക് മലരാണ് എന്നും അറിയിച്ചുകൊള്ളുന്നു... മമ്മൂക്ക ക്ഷമിക്കണം..	Negative
Whoaaaa  Mamookka u looks so handsome	not-malayalam
ഇത് വരെ കണ്ട മോഹൻലാൽ സിനിമകളുടെ ട്രെയിലറിൽ വെച് ഏറ്റവും മോശം ...ഷോർട്ട് ഫിലിം ട്രയ്ലർ  പോലെ	Negative
Supper Mamooka Mamooka Pakaram Mamooka Mathram	Positive
Ithe ikka polikkum ne thonane. Laletten fansinte vaka ore all the best	Positive
ആരെങ്കിലും അവൾടെ മൂക്കുത്തി ഒന്ന് കണ്ട് പിടിച്ച്.... കൊടക്കടെ...  Shreya Ghoshal 🤞	unknown_state
prithiraj movie kaannan  oru thrill aane	Positive
Mass ka Baap   Maduraraja	not-malayalam
Owf Poli......angane oru paad naal kazhinj oru Nalla cinima kanaan povnu	Positive
Telugu padam maathiri thoori aakki kalanjallo... Sheey	Negative
Odiyan Trailer ishtapettavar ee like button njekkipotticholutto	unknown_state
Cinema kandittu trailer kanan vannavar adi like	unknown_state
My Santa :   Mamangam :	unknown_state
Ittymaani trailer polichuu aarokke ittymaani fds pokunnund like adi	Positive
0.05 യ്യോ...ലാ ചെക്കന്റെ ശബ്ദം കരിക്കിലെ ശംഭുന്റെത് പോലെ.	unknown_state
കുമ്പളങ്ങി നൈറ്റ്സ് നല്ല കളറായിണ്ടുണ്ട് മികവുറ്റ അഭിനേതാക്കൾ സംവിധാനം ഛായാഗ്രഹണം സംഗീത വിതരണം..  Shyam pushkar shyju khalidu Sushin shyam Fahad fazil Saubin Sreenath bhasi ഇത് കിടുക്കും......	Positive
Eee comments okke kandu  chirichu vayya	unknown_state
Aaah kollam ithanalle school kuttikal... Kandalum thonnum	Mixed_feelings
Ayippan poli an muthe ni an muthe hero ayappan fans like	Positive
MUSIC DIRECTORKKU ORU BIG LIKE..... NO WORDS TO SAY.. SIMPLY EXCELLENT :)	Positive
Lucifer vere level anu makkale vegam poi kanubroos...	Positive
Satharana coment vaazicha vedio kaanare ethippo athenu pattiyilla	unknown_state
മേക്കിങ് വീഡിയോയിൽ ഇക്കയെ അതികം കാണിക്കാതെ ഹൈഡ് ചെയ്തു സോങ്സിൽ ഇല്ലാ ടീസറിൽ പോലും അങ്ങനെ കാണിച്ചില്ല വല്ലാത്തൊരു സർപ്രൈസ് ഉണ്ടല്ലോ 3 കഥാപാത്രത്തിൽ ഒന്ന് തന്നെ ഒരു മിന്നായം പോലെ.. അപ്പൊ ബാക്കി രണ്ടെണ്ണം	unknown_state
Oru like enikkum tharuo.....ikka uyir.love u ikka	Positive
68 വയസ് തന്നെ ആണോ  ഇക്കക്ക് 🤔	unknown_state
വളരെ അർത്ഥവത്തായ വരികൾ.. മൂക്കുത്തി കണ്ടില്ല..	unknown_state
Shammi hero-yaada hero superb movie variety making  .	Positive
November 6 num vann nookunnavar undo🤔	unknown_state
Padam kandavarkku like aam Mass ka baap	unknown_state
എന്താ പാട്ട്...  ഏറെ നാളുകൾക്കു ശേഷം ദാസേട്ടന്റെ ശബ്ദം കേൾക്കുന്നത് കൊണ്ടാവും... പാട്ട് ഫുൾ വേർഷൻ ഉണ്ടാകുമോ?	Positive
Sechi mookkuthiyude niram , pokko, ariyaavunna language , evide okke pokan chance unde ethrayum vivaram parayoo . Nammal ku pokkam aa pahayane	unknown_state
Daily viewers ethra aayi enn ariyan varunnavar hit like here	unknown_state
Lastil oru “laila may lailaa “ touch vannille BGM il 🥰🥰	Mixed_feelings
Priya kuttoos nte teaser aayinankilu eppaze million views aavateenum	unknown_state
മാമാങ്കവും മരക്കാരും ഒന്നുമല്ല ഇത്തരം ത്രില്ലെർ മൂവീസ് ആണ് മലയാളത്തിന്റെ തലവര മാറ്റുന്നത്	Positive
petta ile dialogue ithil ittath sheriyaayo?	unknown_state
Ikkayude adya 100cr padamakum ithennu urappullavar like adi	Positive
anthaa ariyillaa ee song eduk kelkaan thonnunnu..	Positive
Adh suraj aanenn sound kett maathram kandpidichavar adi like..	unknown_state
Romanjification Mammookkaaaa ingal vere level annn  mammookakk koduthe makkale oru like	Positive
Trailer kanda thanne Aliyan Ettunilayil pottumennu	Negative
Vere level trailer hype koodi varunnu lalettan and rajuvettan vere level aakki thonnunu	Positive
പക്ഷെ കട്ട്‌ ലിന്റോ അല്ല ഡോൺ മാക്സ് ചേട്ടൻ ആണോല്ലോ	unknown_state
ശ്ശെടാ... ജിമ്മിക്കി കമ്മൽ പോയത് പൊട്ട്. ദേ ഇപ്പൊ മൂക്കുത്തിയും. ആരാട അത് !!!	unknown_state
ABRID SHINE & TEAM  ......POLLAPPAN :) :)	Positive
ടാ....തല്ല് കിട്ടിയാ ആണുങ്ങളെപ്പോലെ നേർക്കുനേരെ തല്ലി തീർക്കണം ... അതാ തൃശൂരിലെ ഒരു രീതി ....	unknown_state
thalli pwoli padam ayrikum enna karyathil arkum samsayam illa	Negative
ഇത് പോലൊരു മുതൽ ഇതിന് മുമ്പും ഇല്ല.. ഇതിന് ശേഷവും ഇല്ല..... ലോകത്തിൽ മൊത്തം ഏഴല്ല എട്ട് വിസ്മയങ്ങൾ ഉണ്ട്.... എട്ടാമത്തേത്.... നമ്മടെ ഏട്ടൻ ആണ്..... LALETTAN... അടി.... ഇടി.... തമാശ......വിഷമം..... പ്രേമം.... സ്നേഹം.... പക..... ഇതെല്ലാം ഈ പ്രായത്തിലും ഏട്ടന്റെ കയ്യിൽ സുരക്ഷിതം...	Positive
തിയറ്റർ വിഡിയോ എടുത്ത്  കോമളി ആക്കിയവരുടെ വായിൽ മാതള തിരി തിരുകി - ...... Song	Positive
അഭിനയിക്കാൻ പറഞ്ഞാൽ ജീവിച്ചു കാണിക്കുന്ന എല്ലാവരെയും ഒറ്റ സ്‌ക്രീനിൽ കാണാൻ കഴിഞ്ഞതിൽ ഒരുപാട് സന്തോഷം	Positive
ചാവേർ വരവ് അറിയിച്ച സ്ഥിതിക്ക് ഇനി വരാനുള്ളത് മൂപ്പരാണ് അസുരൻ   ᴛʜᴇ ᴍᴏɴᴇy ʟᴇɴᴅᴇʀ	unknown_state
Uff uff uff ijjadi ikaaaaaaaaaaaaa ponnikkkaaaaaaaa	Positive
Trailer waiting katta waiting like adi......... Mammookka fans hit like	unknown_state
This looks like... Thrishur pooram.	Mixed_feelings
Kusumavadhana moha sundhara.. Ente thalakk vattayoooo..	unknown_state
എന്നു നിന്റെ മൊയ്‌തീൻ ലെ.. ഏതോ ഒരു പാട്ടുമായി ചെറിയൊരു touch.. ഇനി എനിക്ക് തോന്നിയതാണോ..???	Mixed_feelings
Mookuthi kandillelum ellavarudeyum star clear ayi kanunnundu	unknown_state
Oru kgf kanda feel......🤩🤩🤩🤩🤩🤩🤩🤩🤩tovi machaan verey level aah........	Positive
Enteee ponnooo idh vijarichtlll apuramm #NivinPauly ijathiiii🥰🥰🥰	Positive
TRAILER VERE LEVEL ... ITH PWLIKKM	Positive
സ്കൂൾ പിള്ളേരോട് പോയി പറ സാറേ mass	unknown_state
Neerali backilekk mari ninnollu Karanam verunnath Abrahaminte pidithama athil neerali churungi pokum..#Abrahaminte_Santhathikal Rise up. ..padam blockbuster hit aavum aavum	Negative
സിനിമ കണ്ടു..... 5/3 My opinion  ചെക്കനും പെണ്ണും super Songs Super  കൂടുതൽ പ്രതിഷിച്ചു പടം കാണാൻ പോകരുത്.... കണ്ടിരിക്കാം	Positive
Love from Vijay fans , excellent trailer...	not-malayalam
മലയാള സിനിമയിൽ 800 കളിലെ സൂപ്പർ സംവിധായകരിൽ ഇന്നും ഗ്യാരണ്ടിയുള്ള ഒരേ ഒരു സംവിധായകൻ... ബാക്കിയുള്ളവർക്കെല്ലാം അടി തെറ്റിയപ്പോളും മേക്കിങ്ങിൽ എന്നും ആധുനികത പുലർത്തുന ജോഷി ഒരു അൽഭുതമാണ്...Benz Vaasu എന്ന ചിത്രത്തിൽ ജയന്റ ഒരു സ്റ്റണ്ട് രംഗം മാത്രം ഷൂട്ട് ചെയ്ത് സിനിമയിൽ കാലെടുത്തു വെച്ച ജോഷി ഇന്നും ഒരു മാസ് സംവിധായകനാവുന്നത് സിനിമയെ ഒരു പ്രേക്ഷകനായി ആവേശത്തോടെ പിന്തുടരുന്ന കൊണ്ടാണ്...	Positive
Vidheyan ennum kaanumbo vijaarikkum, Villain lookil ikkane veandum kaanan.... Uff.. Thripthiyaayi	Positive
ഒരു പിടിയും തരാത്ത ട്രൈലെർ ആണ്.. അതോണ്ട് തന്നെ ഒരു മാസ്സ് ഫാമിലി എന്റർടൈൻമെന്റ് പ്രതീക്ഷ ഉണ്ട് കേട്ടോ	Positive
Best of luck  Laletta  From Rajuvettan fans	not-malayalam
മലയാളിക്ക് നൊസ്റ്റാൾജിയ, ആവേശം ഒക്കെ ഉണ്ടാക്കുന്ന കുറെ വിഷയങ്ങളാണ് ഇൗ ഓടിയനും മമാങ്കവും ഒക്കെ. ജീവിതത്തിൽ ഒന്നും പ്രതീക്ഷിക്കരുത് എന്ന് ഒടിയൻ പഠിപ്പിച്ചു. ഇനി മാമന്മാരുടെ അങ്കം കണ്ടിട്ട് തന്നെ പറയണം. പാട്ട് കാണുമ്പോൾ കയ്യീന്ന് പോയോ?	Negative
Inganoru adaar trailer kanditt dislike adikkan aarkka thonnukaa...even the haters cannot...ikka superb🤩	Positive
ഒരു രക്ഷയും ഇല്ല കിടു സൂപ്പർ BOSS	Positive
1.49 bgm started... Bgm nu vendi wait chythu irikkunavar like adikk	unknown_state
Oru naaturajav style illeeeeeee ennoru doubt?	Mixed_feelings
sharikkum mechinu ..etra highp undo ??	unknown_state
ഉണ്ണി മുകുന്ദാ ഇനി നീയെങ്ങാനും അവളുടെ മൂക്കുത്തി എടുത്തോ......	unknown_state
ദിലീപിനെ കണ്ടപ്പോഴേ interest പോയവർക്ക് ഇവിടെ like ചെയ്യാം	unknown_state
ഇത് വെറുതെ അങ്ങ് പോവുമെന്ന് തോന്നുന്നില്ല.......  thoonum chaari ninnavan pennum kondu poyi ennu parayunna pole ഇട്ടിച്ചായൻ നൈസ് ആയിട്ട് ഈ ഓണം അങ്ങ് പൊക്കും	Positive
Iyobinte bhusthakathil ninn nadann amenil ninn angamali diaries il ondaya oru mothal	unknown_state
പുത്തൻ പണം എന്ന സിനിമ പോലെ ആകാതിരുന്നാൽ മതി ആകെയുള്ള പ്രതീക്ഷ മമ്മൂക്ക ആൻഡ് അജയ് വാസുദേവ്                               മകനെ പടം കാണാതെ വിടമാട്ടെ	Mixed_feelings
നിങ്ങളുടെ വീട്ടിൽ ചെറിയ ഡിഷ് ആന്റിന ഉണ്ടെങ്കിൽ 150 ചാനലുകൾ സൗജന്യം ആയി ആജീവനാന്തം കാണാം.മാസ വാടക ഒന്നും വേണ്ട.	unknown_state
Ee cbse mammunji pellare etra muttiyalum goven ment schollela pellaruda adute atella	Negative
Pwolimpadam	Negative
Ini kando... Adiude Ideude Vedi pooram......🧨🧨	Positive
മ്മടെ മാള st.ആന്റണിസ് സ്കൂളിൽ ഷൂട്ട്‌ ചെയ്ത പാട്ട്*... *നമ്മടെ തൃശൂർ ഗെഡിയായി ലാലേട്ടൻ... തൃശൂർത്തെ പിള്ളേരൊക്കെ ഇവിടെ വന്നേ	unknown_state
View etrayayee ennu ariyan veeunavar undo ?	unknown_state
Mammooka ena nadane Valarie adhikam esthamanu enalum ethu vendayirunu ente ikka	Negative
Kujali marakar oru gambeera padamakum. Athe urapa. But ethil mohanlalinde muslim chayayulla dailog delivery kealkumbol. Oru perfect thonunilla. Kali akunath pole. Enike thonunath	Mixed_feelings
fans kattoorkadavu comedy love scenes	not-malayalam
Lucifer പോലെ Oru മരണമാസ്സ്  Trailer.Mammokka kidukki . Trailer Eshttapettavar evide Like അടി മക്കളെ	Positive
Mass aanu padam a complete treat	Positive
മലയാളം  ഫിലിം ഇന്ഡട്രോഡിസ്  polakkaan പറ്റുമോ,?  ഇത്  ആരെ  ഉദ്ദേശിച്ചായാലും  നല്ലതിനല്ല.  ഇത് തന്നെയല്ലേ അഭിനവ ഇന്ത്യൻ  രാജ്ജാക്കന്മാർ  പറയുന്നത്. ഇവന്മാർക് ഓച്ഛാനിച്ചു നിൽക്കാത്തവർ  രാജ്യം വിട്ടു പോകാൻ. (പിന്നെ  രണ്ടും  നടപടി  ആവാത്ത  കാര്യമാണ് )	Negative
സംവിധായകൻ ജോഷിയുടെ പൊറിജു മറിയത്തിൽ തനിക്കൊപ്പം അഭിനയിക്കില്ലന് പറഞ്ഞ മഞ്ജുവിനോട്, അടുത്ത പടത്തിൽ നിന്നോടോപ്പം അഭിനയിക്കില്ലെന്ന് തിരിച്ചു പറഞ്ഞ Joju George ഉപേക്ഷിച്ച പടം. അവസാനം സംവിധായകൻ റോഷൻ തന്നെ ആ വേഷം ചേയ്യേണ്ടി വന്ന ചിത്രം	unknown_state
Kunchochokan fans hit like here	unknown_state
3.27ile lalettan expression !!  enth cute aanu !	Positive
Joshiy yenna per nangal Ikka fansn oru vikaram aan	Positive
ഈ പാട്ട് കൊണ്ട് മനസ് ആകെ *എടങ്ങേറായിക്കന്*	Mixed_feelings
National award nomination njan manakkunnu. Acahyanum	Positive
E movie full kittaan valla vaziyum ndo...	unknown_state
Its not Kola gaandula irukku...Its Kola gaandla iruken :))	not-malayalam
ടാ ചെക്കാ നീ പോളിയാണ്... ബോണി പറയാൻ പറഞ്ഞതാ..	unknown_state
Mamangam film’il Mammootty’de character name enthannu ariyamo makkale ???  It’s Kunjali Marakar.	unknown_state
എന്റെ ഇക്ക നിങ്ങൾ വേറെ ലെവൽ ആണ്	Positive
പടം പോളിയാണ് എന്ന് പറഞ്ഞു നടക്കുന്നതിലും നല്ലത് ഊമ്പാൻ പോകുന്നതാണ്	Negative
Ethu van hit akumenunllaver hit the like button	unknown_state
Trailer ലൈക്ക് അടിച്ചവർ ഇതിൽ ഒന്നു ലൈക്ക് അമർത്തുക......	unknown_state
അടടടാ.. ഇതാണ് എനർജി.. ഈ എനർജി ആണ് മാമാങ്കത്തിൽ മിസ്സ്‌ ചെയ്തത് 🤩	Positive
kottayathe pani theeraatha aakasappatha( padavalam panthal) kandavar like..	unknown_state
Aaran manjuvintey bharthavum makalum aayittu veshamitta thaarangal? aarkkenkilum ariyamenkil parayumo pleas?	unknown_state
1.53 ഇപ്പോ  എന്തെ മലയാളം  teacher റേ  ഓർമ വരുന്നു.... e  അവസ്ഥ വന്നവർ ലൈക്‌  അടി	unknown_state
Jojuettante abinayam kaanumbol baakiyulladineyokke kinattilidaan thonnunnu	Positive
Da mwone madhurajaedatreum varilla ketto .nte vaka ellarkum chukavandanam	Negative
Unnichettan kili poyi irikkuaa ... penne ninte mookuthi settan eduthilla	unknown_state
ethil pritvi kanum en manas parayunnu	Positive
ശെടാ.... എന്നാലും  ഈ മൂക്കുത്തി  എവിടെ പോയി കാണും 🤔🤔	unknown_state
Oro cinemayilum puthiya numberukal kond varunna enne njettikyunnu... Itrem varshamayittum abhinayathinde vere vere thalangal aanu kaanich tharunnath.	Positive
