text	category
Different aagide song... n	Mixed feelings
Nice PD 🤘	unknown state
@satishnithyanandam nin hesralle comedy ide ..nin antha thika kobbu iro mindri sule makklathrs nangen mathu. Hogo kong boli magane.	Negative
sr u r great sr nimage Kannada chitrarangadalli avakashagalu sigalli sr sudeep sr darashan sr mattu yesh sr plz yella Kannada hirogalu nim pilimagalalli avakashagalu  kudri plz plz plz  plz plz	Positive
Hands up Idu kannada antha ninge helidavatu yaru 🤣🤣🤣	Positive
Yavdadru habba raja Dina dalli release madbekitttu odtittu ..	Negative
ಚನ್ನಾಗಿದೇ ಇದು ತೋಗರಿ ತಿಪ್ಪನ ಕತೆ	Positive
Super song .   .	not-Kannada
nam kangu kansli amele nambtivi	Negative
Fork bisakiddu pakka #Shaanvi. Trailer alli iro dialogue next scene.	Positive
le kelly yak guru..yella kade negative agi matadtidiya...yaake...avr ella wish maadtidare aste...if u gonna watch its upto u...just dont trigger evrone at no reason...	Negative
Super anna	Positive
pakka prufff kodi	unknown state
super togari tippa	Positive
Super duper lyrics	not-Kannada
@Shashank Raj ಲೊ ತಮ್ಮಾ ನಿನಗೆ ಏನು ಅರ್ಥ ಆಗಿಲ್ವವಂತ ಗೊತಾಯ್ತು ಬೇರೆ ಕೆಲಸ ನೋಡ್ಕೋ ಸುಮ್ನೆ ಮರ್ಯಾದೆ ಹೋಗೋದು ಬೇಡ...	Negative
Very super unique filmography awesome choreography	Positive
Trending ...... Video.....Asn	unknown state
ರಶ್ಮಿಕಾ ಗಿಂತ ಒಳ್ಳೆ ಹುಡುಗಿ ಸಿಗಲಿ ಒಳ್ಳೇದು ಅಗುಲಿ ನಿಮಗೆ	Positive
Sar good Ur so good	not-Kannada
Nanage nambalu sadyavaguttilla ...adakkagi ondu balavada karana athava kuruhu beku next vedio dalli haki I am waiting	Positive
Nimm avvan tull ...kannag en tunni itkond nodi en Randi magagna	Negative
One minute silence for tiktokers 🤣🤣	Negative
ಸೂಪರ್ ಸಾಂಗ್ altimate ಸಾಂಗ್ guru	Positive
Sir nimm number Kodi  2 minit matadabeku	Mixed feelings
Superb bro ..	not-Kannada
Dabba movie annoru like maadi	Negative
ನಾ ಕಂಡ ಸ್ವಾಭಿಮಾನಿ	Positive
ಸಕ್ಕತ್ತಾಗಿದೆ ... ROCK KANNADA ROCK...	Positive
Modalella yellogidde ninu	Mixed feelings
Prajwal devaraj matte yeddelo chances ide adu ee trailer ali kaanustide	Positive
Nice sir.but message madidre reply madalla tavu yella dove	Negative
Last dialog 🤙	Positive
ಬದುಕಿಗೆ ನೂರು ದಾರಿ..ಆ ಕಾಲದ ತೊಗರತಿಪ್ಪನಿ  ಬುದ್ಧಿಮತ್ತೆಗೆ ನೂರು ಸಲಾಂ.. ಹಿರೇಮಠ ಹೋತಪೇಟ	Positive
Bokka d boss ke. D boss andre druva boss onde.	Mixed feelings
Bindhu gowda ge sariagi madidera	Negative
Super song Andre edu	Positive
ಆಂಗ್ಲ ಭಾಷೆ ಬಳಸೋ ಕಾಲದಲ್ಲಿ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಸಾಹಿತ್ಯ ಬರೆದಿರುವ ಬರಹಗಾರರಿಗೆ ಕೋಟಿ ಕೋಟಿ ನಮನಗಳು	Positive
@Royal Rumble onde ond sari kelde...nFirst time....ashtond ishta aglillanMatte matte kelta idre....nIshta agta ide.... #Slowpoison	Positive
Super  songs	Positive
ನಿಮ್ಮ ಒಳ್ಳೆಯತನಕ್ಕೆ ನನ್ನಂದು ಸಲಾಂ	Positive
@Nandi Parthasarathi nandini anta itkondidya nen hengsa🤣🤣nEllelo hogbeda matter bage matado childe....chanagiro film na chanagila antyala adrale gotagute enta kachda nenu anta bereourna aadre belsu ilwa tepug iru..nim appa amma nu bereourna tulkonde bandirbeku adke nenu hinge	Negative
Athu sari kannadanukku tamil actor Vida kannada actor thane pudikkum	not-Kannada
I'm soo soo happiiii	not-Kannada
Yes..you are GENTLEMEN!!	not-Kannada
@Rock Siddu hehehe	unknown state
ಭಾವನಾತ್ಮಕವಾಗಿ ಕಾಡುವ ಸಿನಿಮಾ.nಥಿಯೇಟರ್ನಲ್ಲಿ ಈ ಸಿನಿಮಾ ನೋಡಲಿಲ್ಲ ಎಂಬ ಬೇಜಾರು ಇದೆ.	Negative
Boss jote yaar chennagirtaro avrigella nam d boss fans yavaglu support made madtare alva bro	Positive
@Nandi Parthasarathi ನಿಮ್ಮ ಅಕ್ಕುನ್	Mixed feelings
Super bro i am so happy	Mixed feelings
Mahesh sanagoudar. Tugritippa	not-Kannada
Ashwathama ge korona bandru bandirabahudu...!	Mixed feelings
Full movie kab bajo gay	not-Kannada
super toogari tipppa	Positive
First adu yava app anta tilkolo g m n	Negative
Allappa beta aaa	not-Kannada
s** tara ide	Negative
Sir mandya dalli tirga nodakke hodre tagdebittidare	Positive
U r super bro	not-Kannada
E video na unlike madoru nijavaglu kannads davaru ala	Negative
DEVARU OLLEYAVARIGE  KASTA KODTHANE ADHARE  KAY BIDALA	Positive
1.8k dis likesn ನಂಗೆ ಅನ್ಸುತ್ತೆ  🤔🤔ಇವ್ರೆಲ್ಲಾ ರಶ್ಮಿಕ ಮಂದಣ್ಣನ ಫ್ಯಾನ್ಸ್ ಅಂತ	Negative
Step ge fans agidivi annoru give like	unknown state
Shankar Patil ಸುಪ್ಪರ	Positive
32 million boys ..	Mixed feelings
ಅವನ ಲೆವಲೇ ಬೇರೇ	Positive
Bhuvan Naik wow man awesome	not-Kannada
Super movie guru	Positive
Super  jai kiccha sudeep anna	Positive
Super song	Positive
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Positive
ಒಬ್ಬರ ತಲೆ ಹೊಡೆದು ಬದುಕೋ ಶ್ರೀಮಂತರಗಿಂತ nಸ್ವಾಭಿಮಾನದಿಂದ  ಬದುಕುತ್ತಿರೋ ನಿಮ್ಮನ್ನು ನೋಡಿ ಹೆಮ್ಮೆ ಅನಿಸುತ್ತೆ	Positive
ಇಂತಹ ಒಳ್ಳೆಯ ನಟನಿಗೆ ..ಅಭಿನಯದ ಅವಕಾಶಗಳು ಯಾಕೆ ಸಿಕ್ತಿಲ್ಲಾ...ದಯವಿಟ್ಟು ಧಾರವಾಹಿ ಗಳಲ್ಲಿ ಅವಕಾಶ ನೀಡಿ..	Positive
Hanumagowda.k Kalikeri h	Positive
Guru sure news nanu tik tok dawn lod madeda yavaga nama nDudu tindu nama dashda mala uddha madaka bandro avaga deleted	Positive
Hands  up annodu heno bosudike	Negative
An untold feelings	Mixed feelings
Anna sariyag matadidhiraa🤣......	Positive
Master piece movie	Positive
China da environment hegide yargu gotila	Mixed feelings
Avlu lofar .....nan sister Diya papa amezon a to z super next relece I m going	Negative
@Vinay Kumar MS nenu Kano tukali avn alla	Negative
@TROLL MONSTER_KANNADA nin yavano helake sule magane	Negative
Somegowda Somanna Thank you	not-Kannada
Guru mast agi helidira	Positive
@Sharath T Lo comment maadbeku anstu maaddhe Telugu commenta nange Telugu baralla...idhu Kannada song marre	Negative
I like is song..	not-Kannada
Superb movie i love this movie very much	Positive
ಅವರಪ್ಪ ಒಳ್ಳೆಯ ನಟ ಆಗಿದ್ರು	Positive
Pakka hit movie	Positive
ನಮ್ಮ ಫ್ಯಾಮಿಲಿ ಜೊತೆ  ಈ ಸಿನೆಮಾವನ್ನು ತಪ್ಪದೆ ನೋಡ್ತಿವೆ.	Positive
@manz game yes!	unknown state
Estella troll madidru roast madidru konege deshakke ago nastada bhagge gothadru inna tiktok vahiskondu bartharandre evrgella yen anbek guru...??. nnikal lawde	Negative
Thu dabba movie sulemagand	Negative
ಆಲ್ ದ ಬೆಸ್ಟ್ ಕಿಚ್ಚ ಸುದೀಪ್ ಫ್ಯಾನ್ಸ್	Positive
Telugu comments copy madbutta 🤦‍	Negative
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Positive
Kannada or Tamil?	not-Kannada
ಕೊನೆಗೂ ಟಿಕ್ ಟಾಕ್ ಬ್ಯಾನ್ ಆಯ್ತಲ	Positive
Always unique... great	not-Kannada
ಅಶ್ವತ್ಥಾಮ ಚಿರಂಜೀವಿ ಅವನು ಇನ್ನೂ ಬದುಕಿದ್ದಾನೆ ಇದು ಸತ್ಯ	Mixed feelings
So called ದೊಡ್ಡ ದೊಡ್ಡ ಸ್ಟಾರ್ ನಟರು ಇಂತಹ ಚಿತ್ರಗಳ ಬಗ್ಗೆನೂ ಸ್ವಲ್ಪ ಗಮನ ಕೊಟ್ರೆ ಕನ್ನಡ ಚಿತ್ರೋದ್ಯಮ ಒಳ್ಳೆಯ ಎತ್ತರಕ್ಕೆ ಬೆಳೆಯುತ್ತೆ	Positive
Ravi Kumar Naidu Ravi Naidu hu	unknown state
Song full gicchi gili gili.....	Positive
Sir nimma thumbnail sari illanNaanu ee film nodoke try madtiddini aadre bengaluralli ella kade 10	Mixed feelings
Super song	not-Kannada
Mostly e haadu aadmele sanvi entry kodthare ansuthe naan complaint kodak station hodre neevili bar ge bandu kudithideera anno dialogue	Mixed feelings
Hands up  ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ fans	Positive
Super bro	not-Kannada
Sir namma enne song gu support madi	Positive
@Pradeep.Uppi. Uppi.	unknown state
Banni hagadre matadaskond barona	Positive
@madhukumar madhukumar ks for a kind information.... audio lunch....🤔	Mixed feelings
Nija Film ast channagidya nanu nodide nange kandita arta agle Illa	Positive
hidden number -	not-Kannada
ALL THE BEST TEAM OF ASNnFrom ఆంధ్ర ప్రదేశ్ (Andhra Pradesh)	Positive
Creative kannadiga ur super  n tiktok  users ge nive correct	Positive
Good massage anna super	Positive
Idu charithre srustiso avathaaaara.....	Positive
ನಕ್ಕನ್... ಇದು song ಅಂದ್ರೆnHands Up... nಹೌದೋ ಹುಲಿಯಾ...	Positive
super togari tippa	Positive
@Kumara Kantirava nSame nInnu eno bekunnKgf song listen nEsto powerfull idennElla languagenna nAttract maadidenBut idu	Positive
ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅಭಿಮಾನಿ	Positive
Promotions madro illa 3 varsha kasta pattiro du waste sgbardu	Negative
Anjali Devi hi	not-Kannada
ಡಬ್ಬಿಂಗ್ ಪ್ರೋತ್ಸಾಹಿಸುವವರು ಲೈಕ್ ಮಾಡಿ	Positive
Games games cover	unknown state
I am addicted malayalam version song nHands up to ajaneesh loknath and Malayalam singer	Positive
Super conceptnReally Prajwal Devaraj eetara cinema select madi madtare ankondirlilla super concept	Positive
ಡಬ್ಬಿಂಗ್ ಡಬ್ಬ ದಬಾಂಗ್ ಬದಲು ಇಂತಹ ಅಪ್ಪಟ ಕನ್ನಡ ಚಿತ್ರಗಳಿಗೆ ಬೆಂಬಲ ಕೊಡಿ ಅಪ್ಪಟ ಕನ್ನಡ ಪ್ರೇಮಿಗಳೇ	Positive
Nijavada hero andre evare	Positive
Super Assam video posted dud	not-Kannada
Pride of Karnataka & Kannada	not-Kannada
Fuck u Bollywood🤬🤬🤬🤬	Negative
Anna super aaegi magadheera videos entertainment new folder	Positive
ಸೂಪರ್ ತೊಗರಿ ತಿಪ್ಪ	Positive
Anna super song...	Positive
ದಿಯಾ ಮತ್ತು ಲವ್ ಮಾಕಟೆಲ ಚಿತ್ರದ ಬಗ್ಗೆ ಪ್ರಚಾರ ಕಮ್ಮಿ ಆಗಿದೆ	Negative
Loved vijay prakash sir voice	unknown state
Super  maga	Positive
Like goskara ivella beka 🤦‍	Negative
2nd time yaar nodtha ideera	Positive
This comment deserves more likes	unknown state
Tippa janapad hasay chataki super	Positive
Year ge ondu film bandru Chenagide super sir	Positive
Huccha Venkat dialogue	Mixed feelings
Nangu gottu.. yarigu helbeda	Mixed feelings
@vinay vinu ಅಶ್ವತ್ಥಾಮ ಹೇಗೆ ಚಿರಂಜೀವಿಯೋ ಹಾಗೆಯೇ ಭಗವಾನ್ ಪರಶುರಾಮರು ಚಿರಂಜೀವಿನೆ ಅಲ್ವಾ... ಹೇಗಾದ್ರು ಮಾಡಿ ಅವರ ಹತ್ರ ಇರೋ ಅಸ್ತ್ರಗಳನ್ನು ಪ್ರಯೋಗಿಸಿ ಪಾಕಿಸ್ತಾನದ ಉಗ್ರಗಾಮಿಗಳನ್ನ ನಾಶ ಮಾಡೋಕ್ಕಾಗಲ್ವ...	Negative
Super Ann nanagu. Tik tok.banna  agude bekagitu	Positive
#Rakshithshetty film pakka 200 days	Positive
Yappa song super guruve🤣	Positive
Super bro ujji innu ujji	Negative
Olleya sandesh yelidri sir your great tq sir and happy jurny	Positive
ಪೃಥ್ವಿ ಅವ್ರು ಕಾಸರಗೋಡಿನವರು ಅಂತ ಕೇಳಿ ತುಂಬಾ ಖುಷಿಯಾಯ್ತು	Positive
Taro sule Makalu who is dis like gandugalu super vedios	Negative
Namma  desha da bagge abimana ellde eroru ge  adru tik tok use madtha eddre avru tamma mother naa ennobirige bitkotta hage  eddanu odinu tik tok madidre niu muuru bittoru antha artha	Positive
ಸೂಪರ್ ವಿಡಿಯೋ ಗುರು ಇದೆ ರೀತಿ ವಿಡಿಯೋ ಮಾಡಿ ಚೀನಾ ಉರೋಕೊಬೇಕು	Positive
@naveen gani rest in peace sanvi🤣🤣🤣🤣	not-Kannada
ಸಾಹಿತ್ಯ ತುಂಬಾ ಚನ್ನಾಗಿದೆ. Dance ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ. Bgm ಕೂಡ ಚನ್ನಾಗಿದೆ..	Positive
Ninv super agi video madtira bro	Positive
ಖುಷಿ ತುಂಬ ನೋವಾವಿತಮ್ಮ. ನೈಜ ನಟನೆ ನನಗೆ ನಿನ್ನ ನೋಡಿ ತುಂಬ ಅತ್ತುಬಿಟ್ಟೆ.	Positive
Yaro guru ninu super	Positive
Anna nevu super	Positive
jevanada sathya harithiruva jnani	Positive
ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಸಾಂಗ್..🤗	Positive
Music and BGM sakkat maga....	Positive
Bro Hindi song sigthila	Mixed feelings
@Sagar Super bro	not-Kannada
Unique tune.. Ade thamte	unknown state
@Sweekar Gowdaadyaru badavarige Uta sigtilla ande yallo nAa place n mobile number kalsu nNim mane hatra tane	Negative
Guru ninge naanu Dodda fan	Positive
Song lyrics in kannada n	unknown state
Mast roast madidi anna	Positive
ಸಾಹಿತ್ಯನ ಬರೆದಿದ್ದಕ್ಕೆ ಧನ್ಯವಾದಗಳು.	Positive
Sir ನಮ್ಮಲು communist ಆಡಳಿತ ಬಂದರೆ ಯಾವ ರೀತಿ ಇರಬಹುದು ಎಂಬುವುದರ ಬಗ್ಗೆ ಮಾಹಿತಿ ಬೇಕು ಮತ್ತು ಅನುಕೂಲ ಅನಾನುಕೂಲ ಗಳ ಬಗ್ಗೆ ತಿಳಿಸಿ ಕೊಡಿ ದಯವಿಟ್ಟು	Positive
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ	Positive
Super guru	Positive
@Akki neo curreat bro true	not-Kannada
waw spr sir	Positive
Nijavaagalu charithre srishtisida avathaara ee Rakshtitha shettaradu. Hatsup.	Positive
Amazing Movie	Positive
Hi bro yav urruuuuuuu ninduuuu Kollegala na	unknown state
Super song alva	Positive
Innu swalpa Sanskrit nalli baybeku guru	Negative
ಒಳ್ಳೆಯದಾಗಲಿ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ಕೋಟಿಗೊಬ್ಬ 3 ಅಭಿಮಾನಿ ಕನ್ನಡಿಗರ ಮನ.	Positive
Tik tok nan Shaaataaaaa	Negative
Super  ..	not-Kannada
@Unity of India ...ಅಂತರ್ ಜಾತಿ ವಿವಾಹಕ್ಕು...... ಜಾತಿ ವ್ಯವಸ್ಥೆಗೂ......ದೇಶ ಉದ್ದಾರಕ್ಕೂ ಸಂಬಂಧವಿಲ್ಲ......	Negative
BGM NYC  lyric	not-Kannada
Teligramli  HD bittidane  sir so yaru  baralla....	Negative
@10 R le suvar gandu	Negative
Super making super cinematography	Positive
ಯೆನ್ ಗುರು ನಟನೆ ಅತ್ಯುತ್ತಮವಾದ ರಕ್ಷಿ ಶೆಟ್ಟಿ	Positive
Togari tippa story super	Positive
Nijavaglu kannadiga agiddakke hemme agtide guru	Positive
Maga pubgi mix ಮಾಡಬೇಡ..... ಆಗೇ ಮಾಡು	Negative
ede tara mondeagute annru like madi	Positive
En ugdde guru adru nam janake budi barala bro tiktok elde edre saytivi antare thoo	Negative
ಇದು  ಸುಳ್ಳು    ಚೀನಾ    ಕಾರ್ಮಿಕರಿಗೆ  ಗಂಟೆ  ಲೆಕ್ಕದಲ್ಲಿ  ಸಂಬಳ    ಕೊಡುತ್ತಾರೆ	Negative
Nanu tik tok use madutha ela bro .jai Indian army	Positive
Super film	not-Kannada
Yav game idu	Mixed feelings
Vilan ಬಳಿ ಒಂದು coin urali barhttalla	Mixed feelings
Zing zing amazing	not-Kannada
My  favorite songs	Positive
Bejar manporchi #PruthviAmber	Mixed feelings
ಇದು  ಚರಿತ್ರೆ  ಸೃಷ್ಟಿಸೊ  ಅವತಾರ... ನಮ್ಮ  ನಾರಾಯಣ....	Positive
Super song  Handsup	not-Kannada
Hoooo Tik tok ban	unknown state
ಎಲ್ಲಾ ಫಿಲ್ಮ್ ಚನ್ನಗಿರತವೆ ಜನ ಯಾಕೆ ಥಿಯೇಟರ್ಗೆ ಬಂದು ನೋಡಲ್ಲಾ ಇದಕೆ ಕಾರಣ ಏನು ಓಹೋ ಎಲ್ಲಾ ಒಂದೇ ರಿಲೀಸ್ ಮಾಡ್ತಾರೆ ಅಧ್ಕ್	Negative
@Kiccha Vitthal ಶಾಟ ಕಿತ್ಕೊಳ್ಳೋಕೂ ಆಗಲ್ಲಾ ಲುಚ್ಚಾ ನ್ ಫ್ಯಾನ್  ನೀವ್ 10 ಜನ ಬಂದ್ರೆ ನಾವು 100 ಜನ ಗೊತ್ತಲಾ d boss power.. nim lucha n kelu helatane mindrike	Negative
Yaka anna difference madtira AAPA AAPANE MAGA MAGANE BOTH ARE GOOD NLY	Negative
@Nandi Parthasarathi hahaha	unknown state
ಶಂಕರ ಅಶ್ವತ್  ಕಷ್ಟಪಟ್ಟು ಜೀವನ ನಡೆಸುತ್ತಿರುವ ಉತ್ತಮ ಗುಣಮಟ್ಟದ ವಕ್ತಿ	Positive
Share madta idini	unknown state
E story kelidre yent dukha kuda maribahudu very nice story	Positive
ऊ आहे की नाही n............ nहे..... हेही. हहह	not-Kannada
@Manjunath mtr	Mixed feelings
Full movie up load me sir	Positive
Cuz ee film single screens alli thumba kade release aagilla.... multiplexs alli release aagidee...idu ond reason	Negative
Movie super agidhe	Positive
Abbbabbabababababa . . Dhoolu guru.. gooli Bantu	Negative
@prithvi nayak Flop yaavdu antha Karnataka ge gottu bidi...	Negative
Rakshith is copy paste star full remake madalla alli alli copy madatane	Negative
ಉಳಿದವರು ಕಂಡಂತೆ ಪಾರ್ಟ್ 2	Mixed feelings
Ei movi pass aglile	Positive
Edellaa aagabeku andre PRAJAKIYA aadalitakke barabeku	Positive
Le mc tuje dislike logoo ka kya lena dena.... Magyaa	not-Kannada
Wt a coment	Mixed feelings
@Nithi nithinNav en madvappa....	unknown state
@Muniraj Munira nice  songs	not-Kannada
Super pakka nodthini	Positive
Super song	not-Kannada
Sir Nimage olleyadaagali	Positive
ಎಲ್ಲಾ ಭಾಷೆ ಅಲ್ಲು ಹಾಡು ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ಅಂತ ಹೇಳುವವರು ಇಲ್ಲಿ	Positive
ನಿಜವಾದ ಕನ್ನಡಿಗ ಅಂದ್ರೆ ನೀನೆ ಗುರು. I love ur videos and i love my ಕನ್ನಡ ಗುರು	Positive
Avanilade enu illa ee bhoomimele	Positive
Just wowwwww	not-Kannada
Super good bro like this video song..🤩🤩🤩	not-Kannada
Vijay prakash voice fantastic sakkatagi ide song maatra...D boss Fan's like haer	Positive
It's Tamil movie dubnPlz don't dub sir	Negative
Rakshit boss Super dance u r looking like karate king shaankar nag ND Vishnuvardan boss m Vishnu sir fan	Positive
love you ya	Positive
Mind blowing bgm	Positive
Bro tiktok ban agide adhre barute ide swalpa settings ge hogi Language Change madi  Barute	Positive
ಸುದೀಪ್ ಅಣ್ಣನ ಅಭಿಮಾನಿಗಳಿಂದ ಕಡೆಯಿಂದ ಅವನೆ ಶ್ರೀಮನ್ ನಾರಾಯಣ ಚಿತ್ರ ಶತದಿನೋತ್ಸವ ಆಚರಿಸಲೆಂದು ಶುಭಕೊರುತ್ತೆವೆ	Positive
Super anna yenu thappila yela sari agi hellidira super	Positive
Big star agbitte u	Positive
ತೊಗರಿ ತಿಪ್ಪ ಸೂಪರ	Positive
ಈ ಹಾಡು ತುಂಬಾ ಇಷ್ಟವಾಯ್ತು	Positive
Thuu nachike annodhe elwa yella vishaya galu bare joke madkonde erthiralla ... loo change aagro ennu time edhe	Negative
@prithvi nayak ನಿ ಷಂಡ	Negative
Telugu r we joke of u	unknown state
Sir yella song video clips release maadi	Positive
Vaal kachidu bhal Nagu tarastri....Bhari Ada ri kati...	Negative
Great sir nivu	Positive
Naanu nodde bro adu Chennai Alli full housefull	Positive
Sir nim movie nodi nimge thumba ista aytu adre ondu bejaru agtide nNim movie song innu 2 songs release madiri please	Positive
ಕನ್ನಡದಲ್ಲಿ ಪಕ್ಕಾ ಬ್ಲಾಕ್ ಬಸ್ಟರ್  ಆಗುತ್ತೆ ...ಆದ್ರೆ ಬೇರೆ ಭಾಷೆಗಳಲ್ಲಿ ಸರಿಯಾಗಿ ಪ್ರಮೋಷನ್ ಮಾಡ್ತಾ ಇಲ್ಲ. ಹೀಗೆ ಆದ್ರೆ ಕಷ್ಟ	Negative
bro nim video super china da appp use madbardu annod sari k nivu e china game pubg adthiralla bro nivu next video na e pubg game enda madbedi nan nimna geli madthaedini ankobedi	Positive
Charitre srushti maadiruva Shettrege...Hands Up	Positive
Yes bro nanu Chinese apps galna delete madidhini . E thara innu jasti video madi bro . E thara good message viedio madthairi	Positive
uoppi  3	not-Kannada
ಕಾಯಕವೇ ಕೈಲಾಸ ಎಂಬ ತತ್ವವನ್ನು ಪಾಲಿಸುತ್ತಿರುವ ಕಲಿಯುಗದ ಮನುಷ್ಯ ಮತ್ತು sir ನಾನು ನಿಮ್ಮ ತಂದೆ k s ಅಶ್ವತ್ಥ್ ಸರ್ ಅವರ ಅಭಿಮಾನಿ	Positive
Super star of Kannada film industry	not-Kannada
@Devikumari BK tunne unno hogo	Negative
Howdu 100 percent	Mixed feelings
Shrikanth  ಗೌರಮ್ಮ AB.	Positive
Anna nim ella videos nodide....ella video super....innu chennagi videos maadtha iri...Sonu srinivas gowda mobile touch maadoku bhaya padabek aa tara maadi	Positive
ಟಿಕ್ ಟಾಕ್ ಸೆಡೆಗಳು	Mixed feelings
Super super super	not-Kannada
Matte yake hakidira	Positive
ತುಂಬಾ ಒಳ್ಳೆ ಚಿತ್ರ	Positive
Concentrate on hindi promotion.. sir	Negative
Copy dub movie	Negative
Bro adru evaga bere language enda open madkond use madtaidaralla bro 🤦‍....thumba janridare nam jana e tara vishyadalli..haladavru🤦‍	Negative
Sorry ..nFilm thetarally  nododakkagta ella..nEnadruu theatar open adre nan nija hogtini ..matte friendsnu karkondu hogtini .	Mixed feelings
@Karthik S Reddy 1	unknown state
Aadu nane broo... Soul naa Replacement maddee... Bere body gee.. Antha aansthidee	Mixed feelings
ಈ ಹಾಡಿಗೆ ನನ್ನ ಕಡೆಯಿಂದ hands of	unknown state
Film benki ide gurunKannada film industry li ide Tara saviraru cinema barli	Positive
Superb bro	not-Kannada
Film suprrrrrr agi ede full clean film	Positive
Bro starting baruttalla adu game name yaavdu plz heli bro plz	Mixed feelings
சூப்பர் சாங்க் அண்டு விசுவல் எபக்ட்	not-Kannada
Super Guru  tiktok ban I'm real happy	Positive
Super song guru..	Positive
@Nandi Parthasarathi jai gojjekesari gayashini Sule magne cheeti kalla  badige tulla	Negative
Sir lahari music navru karaoke uplode madtidare new song  nivu uplode madi  lyirical song ge karaoke add madi  uplode madi	unknown state
Love you so much Anna	Positive
Hindi version plzzz	not-Kannada
Nijana edhu	unknown state
ಹೌದು ಸರ್ ಅಶ್ವತ್ಥಾಮ ಇನ್ನೂ ಬದುಕಿದ್ದಾನೆ	Positive
Amezing bro i love your rost	not-Kannada
China copy maadi naawu maadbekilla.. jana alli khushyaagilla.. naadre niw helidralli tumba kelsa aagbeku.. bhaaratadalli adella maadodu janakku bekaagalla	Positive
ಚೀನಾ ಕಮ್ಯುನಿಸ್ಟ್ ದೇಶ ಸರ್	Mixed feelings
@Venkatesh Maraddi हिन्दी ऑडिएंस में भी ASN का गजब क्रेज है। जरूर देखेंगे इस फिल्म को। We will definitely watch this movie....	not-Kannada
Hindi song yalli	Positive
Anna thamma janpada super	Positive
ಚರಿತ್ರೆ ಇದೆ. ಇದು ಒಂದು ದಂತಕಥೆ.	Positive
@Navya N ya your right but I like him	unknown state
ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋಕೆ ರೆಡಿಯಾಗ್ತಿದ್ದಾನೆ...ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ....	Positive
Guru ee desha uddhara agalla bedu bhai indian youth waste bedu	Negative
Super duper love you	Positive
ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ಸರ್ ಯುದ್ಧ ಯಾರು ಮಾಡಿದರೆ ಏನು ಗೆಲುವು ನಮ್ಮದೇ  ಆಗಿರಬೇಕು ಅವನೇ Srimannarayana	Positive
ಈ ಕತೆಯಲ್ಲಿ ಅವನನ್ನ ಹುಡುಕತಾ ಇದಿಯಾ nಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ( ಕಳುವಾದ ಲೂಟಿ)nಅವ್ನು ಯಾರಿಗೂ  ಸಿಗಲ್ಲ nಕೊನೆಗೆ ಎಲ್ಲದಕ್ಕೂ ಅವನೆ ದೊರೆ..(ಶ್ರೀ ಮನ್ನಾರಾಯಣ)nಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ	unknown state
Ah allu raghu ge forward madbeku e video bari nigradavne	Negative
BRO hou TO downlod	not-Kannada
Avra manelli yavagadru hoddu sayisudre gottagutte kittod nan maklige tik tok yak ban madbeku andorge saryagelidira bro	Negative
ನಿಜಾ ಬ್ರೋ ಜೈ ಹಿಂದ್	Positive
Yarige e trailer nodidre Rangitharanga movie nenpaytu like madi	Positive
Tik tok badebagan   tiktok henda  maklu  uta hodala	Negative
ಕನ್ನಡ ಚಿತ್ರರಂಗ ತುಂಬಾ ಮೋಸ.....nಅಶ್ವತ್ ಸರ್ ಅವರು ತಂದೆ ಪಾತ್ರ ಎಷ್ಟು ನಟರಿಗೆ ಹೆಸರು ಆಸ್ತಿ ತಂದು ಕೊಟ್ಟಿದ್ದಾರೆ..nಅವರ ಮಕ್ಕಳು ಕುಡಾ ಕೊಟಿ ಕೊಟಿ ದುಡಿಯುತ್ತಾ ಇದ್ದರೆ..ಆದರೆ ಶಂಕರ್ ಸರ್nನಿಮ್ಮ ತಂದೆ ನಿಮ್ಮ ಗೇ ಏನು ಮಾಡಿಲ್ಲ.. ನಿಮ್ಮ ಒಳ್ಳೆಯ ತನ ದೇವರು ಕೈ ಬಿಡುವುದಿಲ್ಲ	Positive
