text,category
Ennal pinne veruthe comment cheyathe irunnooode,Non-anti-LGBT+ content
ആശംസകൾ നേരുന്നു തന്റേടത്തോടെ ജീവിക്കു,Non-anti-LGBT+ content
എഫെമിനെയ്റ്റാകുന്നതിൽ എന്താണ് കുഴപ്പം ആണോ പെണ്ണോ ട്രാൻസോ ആകുന്നതോ ലിംഗമോ യോനിയോ സ്തനമോ ഉള്ളതോ ഇലാത്തതോ ഇടകലർന്ന് ഉള്ളതോ പ്രവർത്തിക്കാത്തതോ ഒന്നുമല്ല കാര്യം ആണത്തവും പെണ്ണത്തവും അല്ല കാര്യം,Non-anti-LGBT+ content
Varun Punnala സഹായം ചോദിച്ച പെൺകുട്ടിയെ ആരാണ് തീയിട്ടത് ഞാൻ ആണോ ഇതൊക്കെ എന്നോട് പറയേണ്ട കാര്യമെന്ത് എന്ന് മനസ്സിലായില്ല Varun അത് പറഞ്ഞു മനസ്സിലാക്കി തരണം ആദ്യം,Non-anti-LGBT+ content
ഈതായോളികളെ കണ്ടംവഴി ഓടിക്കണം പൂറികള്,Transphobic
അത് കൊള്ളാം നല്ല കാര്യം മൈർ അമേരിക്കൻ സംസ്കാരവും ഇന്ത്യൻ സംസ്കാരവും തമ്മിൽ ഒരു വെത്യാസവും ഇല്ല സ്ത്രീകൾ ആയാലും പുരുഷൻ ആയാലും adultery തെറ്റു തന്നെയാണ് അല്ലെങ്കിൽ അവരാതികുതിമോൻ ഒക്കെ കല്യാണം കഴിച്ചു അവരാതിക്കണം എന്നുള്ളവർ കല്യാണം കഴിക്കാൻ നിൽക്കരുത് പിന്നെ വേശീ അവരാതികളും പുരുഷൻ തയോളികളും കല്യാണം കഴിക്കാൻ നിന്ന് കല്യാണത്തിന്റയും വിവാഹജീവിതത്തിന്റയും വിലമഹിമ ശുദ്ധത കളയരുത് please,Non-anti-LGBT+ content
Appol eni vevagam avisham illa eshdam ulla allavarudum kuda sex what a jadj ment its verey bad,Non-anti-LGBT+ content
ഇവരെ ഒക്കെ അംഗീകരിക്കാം പാവങ്ങൾ ആണ് പക്ഷേ ഇവരുടെ വെച്ചുകെട്ടു അംഗീകരിക്കാൻ മാത്രം പറ്റില്ല അതുമാത്രം ഒന്നു ശ്രദ്ധിക്കണം അതുമതി,Non-anti-LGBT+ content
ചേച്ചി EIA2020 DRAFT കുറിച് ഒരു വീഡിയോ ചെയ്യുമോ ,Non-anti-LGBT+ content
Wish you a happy married lifevivaha jeevithamennal sex mathramanennannu chilayalukalude vicharamparasparam thangayi avar jeevikkatte,Non-anti-LGBT+ content
അവർ ആരെയും സമ്മതമില്ലാതെ കേറി പിടിക്കാതെ ജീവിക്കുന്നിടത്തോളം കാലം അവർക്ക് സ്വസ്ഥമായി സ്വന്തം ഇഷ്ടപ്രകാരം ജീവിക്കാം,Non-anti-LGBT+ content
Jinu Jinesh kundatharathil thalparyam ila kutta,Homophobic
അറിവിനും അപ്പുറം enthonnade,Non-anti-LGBT+ content
Enna ninte thanthaye naale കുന്ദൻ  adikku കുണ്ട aa,Homophobic
Varun Punnala റേപ്പ് ആരു ചെയ്താലും അത് മോശം തന്നെ ആണ് റേപ്പിനെ ന്യായികരിച്ചു ഞാൻ എവിടെ എങ്കിലും സംസാരിച്ചോ മൃഗങ്ങളും മനുഷ്യനും സെക്സിന്റെ കാര്യത്തിൽ ഒരു പോലെ ചിന്തിക്കണോ താൻ എന്ത് വിവരക്കേട് ആണ് പറയുന്നത് മനുഷ്യന് മൃഗങ്ങളേക്കാൾ വിശേഷ ബുദ്ധി ഇല്ലേ അറിവും വിവരവും ഉള്ള മനുഷ്യൻ കാണിക്കുന്ന വൃത്തികേട് ചോദ്യം ചെയ്യുമ്പോൾ താൻ മൃഗങ്ങളുടെ കാര്യം പറയുന്നത് എന്തിനാ നാണമില്ലേ മൃഗങ്ങളെ പോലെ ആണോ മനുഷ്യൻ ജീവിക്കേണ്ടത് പ്രത്യേകിച്ച് ഈ വിഷയത്തിൽ,Homophobic
എന്തൊക്കെയാണ് മനുഷ്യന്മാർ ചെയ്യുന്നത് ഇതെല്ലാം ലോകാവസാനത്തിന് അടയാളം നല്ല ബുദ്ധി കൊടുക്കണേ റബ്ബേ ഇതിനോട് യോജിക്കാൻ പറ്റില്ല തെറ്റാണ് അവർ ചെയ്യുന്നത് ലോകത്തെ ഒരു ആണിനും പെണ്ണിനും അല്ലാതെ വിവാഹം കഴിക്കാൻ പാടുള്ളതല്ല ആലോചിക്കാൻ പോലും പറ്റുന്നില്ല ,Homophobic
ഇസ്‌ലാമിൻറെ അവസ്ഥയോ,Non-anti-LGBT+ content
മൂന്നാം ലിംകമായി ജനിക്കുന്ന വരെ നമുക്ക് സപ്പോർട്ട് ചെയ്യാം അഥവാ ലിംക മാറ്റ ശാസ്ത്രക്രിയക്ക് വേണ്ടുതൊക്കെ ചെയ്ത കൊടുക്കാം പക്ഷെ ഈ പേ കോലങ്ങളിൽ അധികവും പൂര്ണമായുള്ള പുരുഷ്യനോ സ്ത്രീയോ ആണ് മനസ്സ് സ്ത്ര or പുരുശ്യൻ എണ്ണാണ് പറയുന്നത് എങ്കിൽ നല്ലൊരു മനഃശ്ശാസ്ത്രാ വിദഗ്ധനെ സമീപിച്ചു ജന്മ ലിംഗത്തിൽ മാന്യമായി നില നിക്കുകയാണ് വേണ്ടത്,Transphobic
Vyas Deep ഈ ചാണകം കൊറേ നേരായല്ലോ ഇതെന്നെ വിളബുന്നെ ഒന്നു പോടെ,Non-anti-LGBT+ content
ichiri koode slow aakkam nnanu enikk thonniyaththis is outstandingkatta waiting for the detailed video related to this,Non-anti-LGBT+ content
E paranjathnod njn yojikkunnu Palarkkum ithonnum accept cheyan pattilley,Non-anti-LGBT+ content
maria mariyam podi potti,Non-anti-LGBT+ content
Ee sneham true aanu pavam couples ,Non-anti-LGBT+ content
Midhun K Madhu മച്ചാനെ ലവന് വിവരം ഇല്ല അതുകൊണ്ടു പറയുന്നേ ആണ് കാര്യം ആക്കണ്ട,Non-anti-LGBT+ content
ഇത് മാനസിക അസുഖം അല്ല സാധാരണ ബിഹേവിയർ ആണെന്ന് ലോകാരോഗ്യ സംഘടന 1990ൽ തന്നെ പറഞ്ഞിട്ടുള്ളതാണ് എന്ത് ചികിത്സയെപ്പറ്റിയാണ് താങ്കൾ പറയുന്നത്,Non-anti-LGBT+ content
Seriya mumbayil povumbo ivare vannu kerum enittu ellarde aduth vannu kaikottum kaanumbo thane pedi aavum,Transphobic
ഇന്നത്തെ കാലത്ത് തീർത്തും ആവശ്യമായിരുന്ന വീഡിയോ Great chechi ,Non-anti-LGBT+ content
LGBT കാരെ Trangender എന്നോ നപുംസകം എന്നോ വിളിക്കുന്നതിൽ യാതൊരു തെറ്റുമില്ല,Transphobic
Ennum sthreekale verum oru vasthuvay kanuna avark pero mughamo lokathil Padilla ennu parnj sthreekalk education num mugham polum porath kanikan right kodukatha ndf kar evde und,Non-anti-LGBT+ content
Gayu chechi  പറഞ്ഞ കാര്യങ്ങൾ എല്ലാം ശെരിയാണ് കൂടുതൽ ചിന്തിക്കാനും ഉണ്ട്നമ്മൾ ആഗ്രഹിക്കുന്ന വിഷയങ്ങൾ ആണ് video ആയി വരുന്നത്  വളരെ അധികം നന്ദിയുണ്ട്  കൂടുതൽ ജനങ്ങളിലേക്ക് ഈ video എത്തുമ്പോൾ നല്ലൊരു മാറ്റം ഉണ്ടാവും Thanks,Non-anti-LGBT+ content
Sreelakshmi 1999 athu thanaya njan paranjathu avarku angane makeup ittu nadakumbol labhikunna santhoshathinanu nammal vilakalpikendathu allathe ningal ee parayunnathu pole athoru kuttavum Alla Avare engane nadakanam ennu parayan ningalku eniko yathoru avakashavumilla,Non-anti-LGBT+ content
Ath polum pidikittiyilla,Non-anti-LGBT+ content
shamon Arshad Haai,Non-anti-LGBT+ content
സൂപ്പർ ബ്രോ ,Non-anti-LGBT+ content
Homophobia kkar unarthunna oru thettudharanayanu homosexuality manushyaril matrame ullu ennu Pakshe vereyum animalsil ath kanam ennanu paranjath,Non-anti-LGBT+ content
Mumbail poyal ivarude thaനീ niram kaanamPaisa chodhichal koduthillel adikkukayumtheri parayukayum cheyyum athuകൊണ്ട്  thanneya veruppu,Transphobic
Simply outstndng Finoobin thakarthuttooooKeep going all d very bst guyZzzz,Non-anti-LGBT+ content
Walk Man ഡാ മത്തങ്ങാ തലയ ഒരു ഫിലിം ഇറങ്ങുന്നതിനു മുൻപ് trailer and teasers ഇറക്കുന്നത് ഇതിനൊക്കെ വേണ്ടിയാണ്,Non-anti-LGBT+ content
Entha anandu motham 100 kollam adyam jivikkonn nokkaa ennittalle dambathyam 100 kollam,Non-anti-LGBT+ content
Parayana kettathonnum avaraa divorce kandpidichenn,Non-anti-LGBT+ content
Malefemale inganee alle veandath Ath maanasika roogammaano,Non-anti-LGBT+ content
ammamaarum chechimaarum aaanu Ivar ingane aaavan 60 kaaaranamennu thonunnundo aarkelum,Non-anti-LGBT+ content
chanthupottukal mairukale nattilninnum adichu odikkanam 9,Transphobic
kanan kollavunna chettanmarkanan kollavunna chettamare thanne kettiyal,Non-anti-LGBT+ content
Yes ഈ സമൂഹം എന്തര് ചിന്താഗതിയാണ് പ്രിത്തിയേകിച്ചു കേരളത്തിൽ സ്വവർഗ അനുരാഗം നാച്ചുറൽ ആണ് അതു തെറ്റല്ല പക്ഷി മൃഗങ്ങളിൽ തന്നെ ഇതു ഉണ്ട്,Non-anti-LGBT+ content
Sarath Sasi പുരുഷന്മാരെ പോലും വെറുതെ വിടാത്ത കുണ്ടൻ തായോളികൾ ,Homophobic
Aneesha Anju മണ്ണ് കുഴച്ചാണ് മനുഷ്യനെ ഉണ്ടാക്കിയതെന്നാണ് മത പുസ്തകങ്ങൾ പറഞ്ഞത്അത് തെറ്റെന്നും ശാസ്ത്രം തെളിയിച്ചു കേട്ടോ,Non-anti-LGBT+ content
Paranjittu kaaryamillavivaramillaayma oru thettu allalloAvarude life aaanu avarude ishttangalavarude sandhoshamwho are you to judge them like this ,Non-anti-LGBT+ content
Plz oru dout ivar rand perum aanunghalano,Non-anti-LGBT+ content
goutham അതെ പേടി ഉള്ളവർ മാറി നിൽക്കുന്നു അതാണ് ഇവരുടേയും പ്രശ്നം,Non-anti-LGBT+ content
അവരെ സംസാരിക്കാന്‍ അനുവധിക്കൂ,Non-anti-LGBT+ content
Homophobia ആണ് ശെരിക്കും പ്രകൃതി വിരുദ്ധം,Homophobic
Correct bro ivar kundanmarude aaalukalan thendikal,Non-anti-LGBT+ content
എല്ലാ കുണ്ടന്മാരുടെയും അണ്ടി അറുത്തെടുത്തു നാട് കടത്തു,Homophobic
Kashtam shame  naariya niyamnghal,Non-anti-LGBT+ content
മനുഷ്യർക്കു പ്രാന്ത് ആയാൽ എന്താ ചെയ്യുക ഒരു സൈക്യാട്രിസ്റ്റിനെ കണ്ടു ട്രീറ്റ്മെന്റ് ചെയ്യുകയാണ് വേണ്ടത് ഇത്തരം തോന്നിവാസത്തിനു ദയവു ചെയ്തു ആരും കൂട്ടു നിൽക്കരുതേ സഹോദരൻമാരെ,Homophobic
Sorry ente manas cherruth aanithine ullkollaaan eniky sadhikilapandum ingane oke undayirinu bt avar adjust cheyth jeevichernuipo angane ala gay marriage aakan Ingane alavarum thudangya manushar vamshanasham neritt ilathe avum Nallakye thalamurakal undavathe avum,Homophobic
ക്ലാര clara valiya sambhavam ennaanu ellaarum vichaarikkunnathu  Enikku alle ninne ariyaavoo ninne,Non-anti-LGBT+ content
J J അങ്ങനെ ഒന്നും ഞാൻ ഉദ്ദേശിച്ചില്ല പുള്ളി ചുള്ളൻ ആണെന്ന് അല്ലേ പറഞ്ഞത്,Non-anti-LGBT+ content
Appo kalyanam kayikkathavarum idhi l sindooram ittakkunalloo,Non-anti-LGBT+ content
നല്ലയൊരു സൗഹൃദം വെറുതെ നശിപ്പിക്കാനായിരുന്നോ,Non-anti-LGBT+ content
അറിവില്ലായ്മ അലങ്കാരമായി കൊണ്ടു നടക്കുന്നവർ ഇതൊന്നും അംഗീകരിക്കില്ല ഇതുപോലുള്ള വീഡിയോക്ക് ഡിസ്‌ലൈക് അടിച്ചു കളിക്കും Break free short film കണ്ടവർ ഉണ്ടോ ഈ പറഞ്ഞതൊക്കെ അവിടെ കാണാം ,Non-anti-LGBT+ content
മരിക്കുക ഇവനെ ഒകെയ് അടിച്ചു കൊല്ലാൻ ആ നാട്ടിൽ ആണുങ്ങൾ ഇല്ലേ കൊല്ലുക,Homophobic
Sebastian Alby പുരുഷന്മാരെ പോലും വെറുതെ വിടാത്ത കുണ്ടൻ തായോളികൾ ,Homophobic
Variety aayittund Ellarum super aayiii,Non-anti-LGBT+ content
MO SAF ആർക്കാണ് ശരിക്കും തന്ത ഇല്ലാത്തത് എന്ന് കാണാൻ മാത്രം ഉണ്ട് ,Non-anti-LGBT+ content
Komalan ആണ് പെണ്ണിനെ പിടിക്കുന്ന പോലെ ആണോ ആണ് ആണിനെ പിടിക്കുന്നത്,Homophobic
കൂടുതൽ ഡെഡിക്കേഷൻ ഒന്നും വേണ്ടാ കുണ്ടൻസ് അത് മതി,Homophobic
But ethkondo egane kelkkumbo disgusting Anu,Non-anti-LGBT+ content
ടൈറ്റിൽ തന്നെ രസകരം കേരളത്തിൽ ചരിത്രത്തിൽ ആദ്യത്തെ സ്വവർഗ്ഗ വിവാഹം ഇന്നലെയെങ്ങാനുമാണ് ലോകം തുടങ്ങിയത് എന്ന് തോന്നിപോകും,Non-anti-LGBT+ content
Of course prakrthik niyaman ondread it over here,Non-anti-LGBT+ content
Vincent Gomez niyoke e kalathe analo jivikunate enorkumbozha Engil e technology enthellam Nalla karyathine use cheyam Govindachami oke ete food aanu kazhikunathe engil,Non-anti-LGBT+ content
Albin Baiju ബ്രോ കല്യാണം കഴിച്ചാൽ മാത്രം മതിയോ വേറെയും കുറെ കാര്യങ്ങളില്ലേ ‍,Non-anti-LGBT+ content
Sreelakshmi Suresh orikkalum andhakarathe prekasham ennu vilikkarutu Thinmaye nanma ennu vilikkaruth Eppol ulla cheriya shatamanathe maatti edukkan shremikkendathinu pakaram avare athinu support cheyyunnu,Homophobic
ശ്രീകണ്ടൻ ഇന്റെർവ്യൂ ന് മുമ്പ് വിഷയത്തെ കുറിച്ച് കുറച്ച് പഠനം മകാം അവരെ വിളിച്ചിരിത്തി എന്തിന് ഇങ്ങനെ മണ്ടത്തരം പറയുന്നു,Non-anti-LGBT+ content
എല്ലാ കുണ്ടന്മാരുടെയും അണ്ടി അറുത്തെടുത്തു നാട് കടത്തു,Homophobic
കൃഷിയും പാർപ്പിടവും പ്രകൃതി വിരുദ്ധമാണോ,Non-anti-LGBT+ content
orikkalum andhakarathe prekasham ennu vilikkarutu Thinmaye nanma ennu vilikkaruth Eppol ulla cheriya shatamanathe maatti edukkan shremikkendathinu pakaram avare athinu പിന്തുണ cheyyunnu,Homophobic
നമ്മൾ ഇവരെ കളിയാകാതെ കൂടെ nirthedavaranu but ഇവരുടെ ഇടയിൽ തന്നെ ചൂഷണം cheyunavarundu പഷനി പോലെയുള്ള ദേവാലയങ്ങളിൽ പിടിച്ചുപറി ഉണ്ട് അതു മാറ്റണം ഗോഡ് bless എല്ലാവർക്കും,Non-anti-LGBT+ content
എല്ലാവരും ജീവിക്കട്ടെ ഈ ഭൂമുഖത് സന്തോഷമായി,Non-anti-LGBT+ content
Kanikkan vendi nadakkunnapole alle nadakkunne Ennitt nokkunnavrkkai kuttam,Non-anti-LGBT+ content
Nikhil Caribbeanz adipoli,Non-anti-LGBT+ content
Enik istamulllavara transgenders,Non-anti-LGBT+ content
vishnu iyer eda kundanoli vaaname ithokke abinayam allla,Non-anti-LGBT+ content
Vaishnav Talks MM aaa kollanamathu pole aanungal aaanungale pidikkubolum,Non-anti-LGBT+ content
ഇവർ നല്ല സ്നേഹമുള്ളവരാണ്,Non-anti-LGBT+ content
ഖിയാമത് ഉസ്താദ്മാര് കൊച്ചു കുട്ടികളെ പിടിച്ചു ജാക്കി വെയ്ക്കുമ്പോ ഒരു നാളിന്റെയും അടയാളം വരില്ല അല്ലേ ,Non-anti-LGBT+ content
Vyas Deep അവരുടെ കൂടെ ഉള്ളവർ തന്നെ പിന്നിൽ നിന്ന് ഇതാവും പറയുന്നത്,Non-anti-LGBT+ content
faru ലോകം പണ്ടേ നോർമൽ തന്നെ ആയിരുന്നു ഇപ്പോഴും നോർമൽ ആണ് കുഴപ്പം അന്ധവിശ്വാസികളാണ്,Non-anti-LGBT+ content
ആ പെൺകുട്ടിയുടെ make up ഇത്തിരി ഓവർ ആയി ,Non-anti-LGBT+ content
Enne vechu oru transgender rathriyil oru roadil nilkumpol chothikanda chothiyam annoo aaa my mon chothichathe parayadaaa avantea aniyathi ooo,Non-anti-LGBT+ content
Aara irangunnathinu munne dislike adikunne,Non-anti-LGBT+ content
Pulladan Pulladan Orikkalum alla because nee paranjath crime aanu Ithu vyakthi thalparyam 2um othiri difference und Alteast to ourself Nee cheyyunna activity thettanrnnu ninak thonniyittum nee athu cheyyumbol aanu athu thett aavunnath Legal illegal alla True to yourself ennu parayum Body alla ivide mind aanu first varunnath Ningal ningalk pattiya pole dress cheyyunnath its because u are being comfortable in that Ithum athra alle ullo being true to yourself is not a crime,Non-anti-LGBT+ content
ഇവരും ജീവിച്ചോട്ടേല്ലേ,Non-anti-LGBT+ content
because he lives സൗകര്യം ഇല്ലഞാൻ എന്ത് പറയണം എന്നും ഇപ്പൊ നിർത്തിയിട്ട് പോകണം എന്ന് പറയാൻ നീ ആരാ,Non-anti-LGBT+ content
ActingStill a long way to go Moothon cheythu kazhinju Nivin cheytha padanghal aanu Mikhael  Kochunni 2lum bhooloka durantham acting Jude  Moothon allathe eduthu parayan pattiya role illa Oru parithivare Rameshanem ee listil pedutham Athepole dialogue delivery oke innim improve aakan und,Non-anti-LGBT+ content
കമന്റ്‌ വായിക്കാൻ അല്ലാതെ ഇവിടെ തേങ്ങ പറിക്കാൻ വരുമോ തോമ,Non-anti-LGBT+ content
Christopher Nolan gay aavinnath papam aayathukond aano kulapurusha,Non-anti-LGBT+ content
അത്‌പുള്ളിയുടെ style ആണ് പുള്ളി വളരെ intelligent ആണ്,Non-anti-LGBT+ content
Logath madan mar ullath keralatil poyi panninoku madan mar verute nadinte Peru nashipikunu,Non-anti-LGBT+ content
Athe sammathiklanam,Non-anti-LGBT+ content
അല്ല ഒന്ന് ചോദിച്ചോട്ടെ പാതിരാത്രിയിൽ നീയൊക്കെ എന്ത് കാര്യത്തിനാണ് പുറത്തിറങ്ങുന്നത് കാരണം കേട്ടില്ലേ ചായ കുടിക്കാൻ പോലും ,Non-anti-LGBT+ content
 ഹോർമോണിൽ വന്ന വ്യതിയാനം അത് അവരുടെ തെറ്റല്ല എന്ന് ഒരിക്കൽ കൂടി ഓർമ്മിപ്പിക്കുന്നു  ,Non-anti-LGBT+ content
പകൽ മാന്യന്മാരെ ആദ്യം തുടച്ചു നീക്കണം,Non-anti-LGBT+ content
Shahana Niyu ithin against alla but ithokke kanumbo enthopole ningalanenkil lesb marriage cheyyumo,Non-anti-LGBT+ content
സകല എണ്ണവും ആൾ മാറാട്ടം നടത്തി ജീവിക്കുന്നു,Transphobic
Mohammed Mirshad penkutikalk joliyum panavum illenno lost 3 brain cells after reading that,Non-anti-LGBT+ content
Sarath Sasi പുരുഷന്മാരെ പോലും വെറുതെ വിടാത്ത കുണ്ടൻ തായോളികൾ ,Homophobic
A R U N ninte thalla aanu lesbian,Homophobic
Polich chechi Like that quote kurirutiil velicham nalkunnu enn paranjat Its great,Non-anti-LGBT+ content
ഇത്‌ അംഗീകരിക്കാന്‍ പറ്റില്ല ഇത്‌ വളരെ വൃത്തികെട്ട ഒരു സംസ്കാരം ആന്‍,Homophobic
Robin Joseph u be here after thuramukham and Padavett ok,Non-anti-LGBT+ content
വളരെ ശെരിയാണ് ഇവരുടെ വേഷമാണ് ഇവരുടെ ശത്രു,Non-anti-LGBT+ content
ഈ കുണ്ടന്മാരെ കൊണ്ട് മര്യാദക്ക് ബസിൽ പോലും കയറാൻ പറ്റുന്നില്ല,Homophobic
ഈ പറയുന്ന ഷിഗണ്ടി വർഗം മനസ്സിലായില്ലേ ഹിജഡ വർഗം എന്ന്,Transphobic
Sahicho Namde nattile 95 percent girlsum anubaviknathu thanya ath from all kilavan to kids of 10yrs,Non-anti-LGBT+ content
Orikkalum avare kali aakkaruth avarum daivathinte srishti alle,Non-anti-LGBT+ content
അവസാനം ഇവറ്റുകൾ മേക്കപ്പ് കെമിക്കൽ കൊണ്ട് മരിക്കും,Non-anti-LGBT+ content
geta Suresh  nyan oru ndf kaaran alla ningal thetti dharikapetta oraal aan ella madhathilum nallavarum moshamaaya aalkarum und islam madhathil petta oraal thett cheythaal that vyekthi parayaathe avante madhathine enthin parayunu avan thett cheythaal avan aan utharavaadhi ellaathe islamic terorist ennalla vilikandath baaki madhathil ullavar enthelaam cheyunund rss terrorist activities cheyunille ennit hindu threevravaadhikal enn parayunundo christians ethra pallikal kayari terrorist activities nadathi chritian threevravadhi enn parayunundo Pinna thaangal parayunna isis adh american sponsored aan allathe adhil islamic aayit onnum cheyaan illa beter get advise from good islamic preist ellaathe vaazhil thoniyathum veetil aduthulla sanginiyude kettit enthokyo parayal alla inganeyaano oru dctr oru madhathe oru samoohathe kurich chindhikal thaangale dctr ennalla vilikendath Ningal rss and ndf support cheyunila but ningal enth kond idhil islamine vimarshikunu with out proof ninglde munnil rss kaar cheytha neejha pravarthi with proof munnil und enth kond vimarshikunilla,Non-anti-LGBT+ content
അത് പൊളിച്ചു  ചിലരുടെയൊക്കെ അണ്ണാക്കിൽ ഇട്ട് കൊടുത്തിട്ടുണ്ട്  കൊള്ളാം ,Non-anti-LGBT+ content
Geralt of Rivia Onnu podey Maramaakri,Non-anti-LGBT+ content
അംഗീകാരം  ബഹുമാനം ഒക്കെ ചോദിച്ചു വാങ്ങാനോ കിട്ടിയില്ല എന്ന് പരാതിപ്പെടാനോ കഴിയുന്നതല്ല  നമ്മൾ അര്ഹിക്കുന്നുണ്ടെങ്കിൽ കിട്ടും ആർഹിച്ചിട്ടും കിട്ടിയില്ല എങ്കിൽ OK അവർ നമ്മളെ അർഹിക്കുന്നില്ല എന്ന് കരുതാം അല്ലെങ്കി ഇങ്ങനെ ഉള്ള തുറന്ന് പറയുന്നതിൽ കാര്യമുണ്ട്,Non-anti-LGBT+ content
സത്യം ഞാൻ പേടിച്ചു പോയ്‌ ഫാമിലിയായ് പോകാൻ പറ്റില്ല നാണംകെടും,Non-anti-LGBT+ content
Asees Kca veetil sammathichal,Non-anti-LGBT+ content
Eeee kundan samithikkaraayirikkum,Homophobic
calicut ma place atheviveknafsi,Non-anti-LGBT+ content
അങ്ങനെ നടന്നാൽ ഒരുപെണ്ണിന്റെ naturality ഇല്ലാതാവും അതിനു വേണ്ടി ഓവർ മേക്കപ്പ്,Non-anti-LGBT+ content
Kalyanam venda Oomfiya parupadi Ee oru thalamura ananju adutha thalamura allenkil Athinte aduthath varumbol Kalyanom Koppum okke theerum Living together akum,Non-anti-LGBT+ content
അല്ലാണ്ട് വല്ല പ്രതൃതി വിരുദ്ധവും മാങ്ങാ തൊലി യും ഒക്കെ എടുത്തിട്ട് art ആണ് commercial അല്ലാ എന്നൊക്കെ പറഞ്ഞിട്ട് കാര്യം ഇല്ല പിന്നെ award ഇന്റെ കാര്യം,Non-anti-LGBT+ content
Adhyam onnum enik transgendersine accept cheyan kazhiyillarnnBut njn change ayi Avarum humans ahnAvrde body or mind Il njnumayi cheriya difference ollu Allathe avar bheekarajeevikalo terrorist Kalo onnum alla Ente arivu kurav ahn enne transgender sine kanumbol oru verupp indakiyirunnath But kooduthal arinjapol nte thett manasilayi,Non-anti-LGBT+ content
Ithu mattullavarkkk paadamavaruthu pennayum aaaanayum srishttichattullathu igne pennu pennineyum anninu annineyum kalynm kazhikanallalloivar thirinnifuthu athu kazhinnu avrude jeevitham ayikotte kandu padikalle nigl,Homophobic
Anikk oru shamshayam und ath chodichal,Non-anti-LGBT+ content
അതിരു കടന്ന മേക്കപ്പും  ഗ്ലാമർസ് ആയ വീഡിയോസും നിങ്ങളോടുള്ള ബഹുമാനത്തിനും  അംഗീകാരത്തിനും വളരെ കുറവു വരുത്തുന്നുണ്ട് ,Non-anti-LGBT+ content
അതിലും നല്ലത്‌ നീ ഒരുത്തൻ ചാവുന്നതാ,Non-anti-LGBT+ content
ANISHKUMAR T വിളിച്ചു ശീലിച്ചവമാർക്കു എന്തും വിളിക്കാം ,Non-anti-LGBT+ content
നിങ്ങളുടെ over മേക്കപ്പ് ആണ് കുഴപ്പം പെട്ടെന്നു അടുത്തൊക്കെ കാണുമ്പോൾ ആളുകൾ പരിഭ്രാന്തരാകും,Non-anti-LGBT+ content
Varun Punnala എനിക്ക് വിവരം അൽപ്പം കുറവാണു സമ്മതിച്ചു താങ്കൾ കൂടുതൽ വിവരം ഉണ്ടാക്കിക്കാൻ വരണ്ട,Non-anti-LGBT+ content
God of Israel ഭൂരിപക്ഷം അല്ല ശരിയെന്ന് തെളിയിക്കുന്ന എത്രയെത്ര സംഭവങ്ങൾ example ആയി വേണം തങ്ങൾക്ക്,Non-anti-LGBT+ content
ഇനി റ്റിങ് ടോങ് അങ്ങേരെ പറഞ്ഞുന്നു പറഞ്ഞു വരുവോ ആവൊ ,Non-anti-LGBT+ content
VIJITH VIJAYAN hii I am telugu mitho chating okana,Non-anti-LGBT+ content
കൊറേ കുണ്ടന്മാര് അവന്മാരെ സപ്പോർട്ട് ചെയ്യാൻ വേറെ കൊറേ പുരോഗമന മൈരന്മാരും,Homophobic
Kundan mark enthum aakalo,Homophobic
Saree edutha purushanmaar ,Transphobic
വിവാഹിതരായ ഇരുവർക്കും ജീവിതനാശ ആശംസകൾ നേരുന്നു ഞാൻ,Non-anti-LGBT+ content
Sreelakshmi Suresh same കാമം relationship support cheyyunnatu purogamanaparamaya oru sambhavamanennu eniku thonnunnilla Karanam etharam bendhagal nammal jenikkunnatinu munpe rehasyamayi kondu pokunna dharalam aalukal und,Homophobic
എങ്ങനെയാണോ Johnnyക്കുന്നത് അങ്ങനെ ജീവിച്ചാൽ പോരെ  9,Transphobic
nihad bankalath Same avastha reverse ilum chindhich nookkaam,Non-anti-LGBT+ content
എല്ലാ കുണ്ടന്മാരുടെയും അണ്ടി അറുത്തെടുത്തു നാട് കടത്തു,Homophobic
ലോകാവസാനം അപ്പ അടുത്തെത്തിഇത് കണ്ട് പ്രോഝാഹിപ്പിക്കാൻ കൊറേഊളകളും,Homophobic
alka umm Polygamy cheyyunna muslims undayirunn polyandry ivide angane illa  adhokke illathath ath maintain cheyyan difficult aayitt alle 1 person aayitt ulla relationship tanne maintain cheyyan paada appazha,Non-anti-LGBT+ content
ജിതിൻ ഓമശ്ശേരി ഫാൻസ്‌ ഹിറ്റ്‌ ലൈക്‌ here ,Non-anti-LGBT+ content
Oru ammayude vedana ammayeke ariyu,Non-anti-LGBT+ content
കുരു പൊട്ടിക്കുന്നവർ പൊട്ടിക്കും ഷാഫിക്കാ അവരെ പറഞ്ഞിട്ടു കാര്യമില്ല ഈ കുരുപൊട്ടലുകൾ നിങ്ങളുടെ ആശയത്തിന്റെ വിജയമായി കാണുക,Non-anti-LGBT+ content
Ee കുന്ദൻ aann nginee thirichariyaa,Homophobic
നിവിന്റെ റേഞ്ച് മനസിലാക്കുന്ന scen ,Non-anti-LGBT+ content
Munji alle ellam munjiyathin shehsam video kanunavar undo,Non-anti-LGBT+ content
